Time,status
2024-04-10 18:24:36.245101,39
2024-04-10 18:34:36.245101,-11
2024-04-10 18:44:36.245101,-13
2024-04-10 18:54:36.245101,15
2024-04-10 19:04:36.245101,14
2024-04-10 19:14:36.245101,37
2024-04-10 19:24:36.245101,-2
2024-04-10 19:34:36.245101,-19
2024-04-10 19:44:36.245101,16
2024-04-10 19:54:36.245101,-11
2024-04-10 20:04:36.245101,15
2024-04-10 20:14:36.245101,-5
2024-04-10 20:24:36.245101,-8
2024-04-10 20:34:36.245101,-7
2024-04-10 20:44:36.245101,-18
2024-04-10 20:54:36.245101,-17
2024-04-10 21:04:36.245101,10
2024-04-10 21:14:36.245101,29
2024-04-10 21:24:36.245101,-1
2024-04-10 21:34:36.245101,33
2024-04-10 21:44:36.245101,-15
2024-04-10 21:54:36.245101,32
2024-04-10 22:04:36.245101,40
2024-04-10 22:14:36.245101,-19
2024-04-10 22:24:36.245101,15
2024-04-10 22:34:36.245101,-14
2024-04-10 22:44:36.245101,-6
2024-04-10 22:54:36.245101,0
2024-04-10 23:04:36.245101,-7
2024-04-10 23:14:36.245101,-12
2024-04-10 23:24:36.245101,2
2024-04-10 23:34:36.245101,21
2024-04-10 23:44:36.245101,24
2024-04-10 23:54:36.245101,-7
2024-04-11 00:04:36.245101,-5
2024-04-11 00:14:36.245101,29
2024-04-11 00:24:36.245101,8
2024-04-11 00:34:36.245101,-5
2024-04-11 00:44:36.245101,3
2024-04-11 00:54:36.245101,26
2024-04-11 01:04:36.245101,2
2024-04-11 01:14:36.245101,-19
2024-04-11 01:24:36.245101,-10
2024-04-11 01:34:36.245101,25
2024-04-11 01:44:36.245101,11
2024-04-11 01:54:36.245101,31
2024-04-11 02:04:36.245101,32
2024-04-11 02:14:36.245101,1
2024-04-11 02:24:36.245101,10
2024-04-11 02:34:36.245101,-19
2024-04-11 02:44:36.245101,-8
2024-04-11 02:54:36.245101,-8
2024-04-11 03:04:36.245101,20
2024-04-11 03:14:36.245101,-5
2024-04-11 03:24:36.245101,-9
2024-04-11 03:34:36.245101,-15
2024-04-11 03:44:36.245101,31
2024-04-11 03:54:36.245101,-10
2024-04-11 04:04:36.245101,-17
2024-04-11 04:14:36.245101,11
2024-04-11 04:24:36.245101,-20
2024-04-11 04:34:36.245101,39
2024-04-11 04:44:36.245101,-1
2024-04-11 04:54:36.245101,37
2024-04-11 05:04:36.245101,17
2024-04-11 05:14:36.245101,21
2024-04-11 05:24:36.245101,18
2024-04-11 05:34:36.245101,-7
2024-04-11 05:44:36.245101,-19
2024-04-11 05:54:36.245101,21
2024-04-11 06:04:36.245101,-14
2024-04-11 06:14:36.245101,1
2024-04-11 06:24:36.245101,0
2024-04-11 06:34:36.245101,17
2024-04-11 06:44:36.245101,-14
2024-04-11 06:54:36.245101,-7
2024-04-11 07:04:36.245101,-2
2024-04-11 07:14:36.245101,33
2024-04-11 07:24:36.245101,-12
2024-04-11 07:34:36.245101,0
2024-04-11 07:44:36.245101,4
2024-04-11 07:54:36.245101,29
2024-04-11 08:04:36.245101,-16
2024-04-11 08:14:36.245101,10
2024-04-11 08:24:36.245101,-8
2024-04-11 08:34:36.245101,23
2024-04-11 08:44:36.245101,39
2024-04-11 08:54:36.245101,23
2024-04-11 09:04:36.245101,22
2024-04-11 09:14:36.245101,38
2024-04-11 09:24:36.245101,16
2024-04-11 09:34:36.245101,6
2024-04-11 09:44:36.245101,-4
2024-04-11 09:54:36.245101,21
2024-04-11 10:04:36.245101,3
2024-04-11 10:14:36.245101,31
2024-04-11 10:24:36.245101,12
2024-04-11 10:34:36.245101,-13
2024-04-11 10:44:36.245101,23
2024-04-11 10:54:36.245101,1
2024-04-11 11:04:36.245101,-8
2024-04-11 11:14:36.245101,29
2024-04-11 11:24:36.245101,2
2024-04-11 11:34:36.245101,-18
2024-04-11 11:44:36.245101,-6
2024-04-11 11:54:36.245101,14
2024-04-11 12:04:36.245101,35
2024-04-11 12:14:36.245101,1
2024-04-11 12:24:36.245101,15
2024-04-11 12:34:36.245101,10
2024-04-11 12:44:36.245101,-15
2024-04-11 12:54:36.245101,26
2024-04-11 13:04:36.245101,16
2024-04-11 13:14:36.245101,2
2024-04-11 13:24:36.245101,-16
2024-04-11 13:34:36.245101,11
2024-04-11 13:44:36.245101,37
2024-04-11 13:54:36.245101,5
2024-04-11 14:04:36.245101,3
2024-04-11 14:14:36.245101,17
2024-04-11 14:24:36.245101,24
2024-04-11 14:34:36.245101,36
2024-04-11 14:44:36.245101,-2
2024-04-11 14:54:36.245101,6
2024-04-11 15:04:36.245101,-7
2024-04-11 15:14:36.245101,24
2024-04-11 15:24:36.245101,-12
2024-04-11 15:34:36.245101,20
2024-04-11 15:44:36.245101,30
2024-04-11 15:54:36.245101,33
2024-04-11 16:04:36.245101,-11
2024-04-11 16:14:36.245101,-6
2024-04-11 16:24:36.245101,16
2024-04-11 16:34:36.245101,3
2024-04-11 16:44:36.245101,-15
2024-04-11 16:54:36.245101,1
2024-04-11 17:04:36.245101,-10
2024-04-11 17:14:36.245101,3
2024-04-11 17:24:36.245101,40
2024-04-11 17:34:36.245101,-7
2024-04-11 17:44:36.245101,13
2024-04-11 17:54:36.245101,-20
2024-04-11 18:04:36.245101,-10
2024-04-11 18:14:36.245101,-16
2024-04-11 18:24:36.245101,-3
2024-04-11 18:34:36.245101,24
2024-04-11 18:44:36.245101,24
2024-04-11 18:54:36.245101,31
2024-04-11 19:04:36.245101,18
2024-04-11 19:14:36.245101,12
2024-04-11 19:24:36.245101,-6
2024-04-11 19:34:36.245101,3
2024-04-11 19:44:36.245101,28
2024-04-11 19:54:36.245101,23
2024-04-11 20:04:36.245101,14
2024-04-11 20:14:36.245101,20
2024-04-11 20:24:36.245101,-2
2024-04-11 20:34:36.245101,-13
2024-04-11 20:44:36.245101,30
2024-04-11 20:54:36.245101,-10
2024-04-11 21:04:36.245101,7
2024-04-11 21:14:36.245101,-2
2024-04-11 21:24:36.245101,36
2024-04-11 21:34:36.245101,-19
2024-04-11 21:44:36.245101,1
2024-04-11 21:54:36.245101,26
2024-04-11 22:04:36.245101,-10
2024-04-11 22:14:36.245101,-20
2024-04-11 22:24:36.245101,3
2024-04-11 22:34:36.245101,-6
2024-04-11 22:44:36.245101,24
2024-04-11 22:54:36.245101,40
2024-04-11 23:04:36.245101,10
2024-04-11 23:14:36.245101,-13
2024-04-11 23:24:36.245101,13
2024-04-11 23:34:36.245101,-3
2024-04-11 23:44:36.245101,4
2024-04-11 23:54:36.245101,18
2024-04-12 00:04:36.245101,27
2024-04-12 00:14:36.245101,21
2024-04-12 00:24:36.245101,6
2024-04-12 00:34:36.245101,22
2024-04-12 00:44:36.245101,32
2024-04-12 00:54:36.245101,-11
2024-04-12 01:04:36.245101,9
2024-04-12 01:14:36.245101,33
2024-04-12 01:24:36.245101,14
2024-04-12 01:34:36.245101,-20
2024-04-12 01:44:36.245101,13
2024-04-12 01:54:36.245101,-13
2024-04-12 02:04:36.245101,-9
2024-04-12 02:14:36.245101,-6
2024-04-12 02:24:36.245101,9
2024-04-12 02:34:36.245101,15
2024-04-12 02:44:36.245101,12
2024-04-12 02:54:36.245101,11
2024-04-12 03:04:36.245101,-15
2024-04-12 03:14:36.245101,13
2024-04-12 03:24:36.245101,24
2024-04-12 03:34:36.245101,22
2024-04-12 03:44:36.245101,9
2024-04-12 03:54:36.245101,-11
2024-04-12 04:04:36.245101,33
2024-04-12 04:14:36.245101,33
2024-04-12 04:24:36.245101,11
2024-04-12 04:34:36.245101,-5
2024-04-12 04:44:36.245101,-2
2024-04-12 04:54:36.245101,5
2024-04-12 05:04:36.245101,-20
2024-04-12 05:14:36.245101,4
2024-04-12 05:24:36.245101,30
2024-04-12 05:34:36.245101,9
2024-04-12 05:44:36.245101,-11
2024-04-12 05:54:36.245101,25
2024-04-12 06:04:36.245101,27
2024-04-12 06:14:36.245101,36
2024-04-12 06:24:36.245101,-14
2024-04-12 06:34:36.245101,33
2024-04-12 06:44:36.245101,32
2024-04-12 06:54:36.245101,0
2024-04-12 07:04:36.245101,-1
2024-04-12 07:14:36.245101,16
2024-04-12 07:24:36.245101,-3
2024-04-12 07:34:36.245101,11
2024-04-12 07:44:36.245101,6
2024-04-12 07:54:36.245101,6
2024-04-12 08:04:36.245101,9
2024-04-12 08:14:36.245101,33
2024-04-12 08:24:36.245101,-14
2024-04-12 08:34:36.245101,-5
2024-04-12 08:44:36.245101,31
2024-04-12 08:54:36.245101,35
2024-04-12 09:04:36.245101,36
2024-04-12 09:14:36.245101,17
2024-04-12 09:24:36.245101,25
2024-04-12 09:34:36.245101,-1
2024-04-12 09:44:36.245101,-10
2024-04-12 09:54:36.245101,26
2024-04-12 10:04:36.245101,33
2024-04-12 10:14:36.245101,20
2024-04-12 10:24:36.245101,-12
2024-04-12 10:34:36.245101,-9
2024-04-12 10:44:36.245101,-19
2024-04-12 10:54:36.245101,38
2024-04-12 11:04:36.245101,9
2024-04-12 11:14:36.245101,-17
2024-04-12 11:24:36.245101,12
2024-04-12 11:34:36.245101,24
2024-04-12 11:44:36.245101,10
2024-04-12 11:54:36.245101,39
2024-04-12 12:04:36.245101,26
2024-04-12 12:14:36.245101,19
2024-04-12 12:24:36.245101,14
2024-04-12 12:34:36.245101,-16
2024-04-12 12:44:36.245101,34
2024-04-12 12:54:36.245101,-1
2024-04-12 13:04:36.245101,17
2024-04-12 13:14:36.245101,-17
2024-04-12 13:24:36.245101,-12
2024-04-12 13:34:36.245101,-19
2024-04-12 13:44:36.245101,17
2024-04-12 13:54:36.245101,-16
2024-04-12 14:04:36.245101,8
2024-04-12 14:14:36.245101,2
2024-04-12 14:24:36.245101,30
2024-04-12 14:34:36.245101,29
2024-04-12 14:44:36.245101,28
2024-04-12 14:54:36.245101,-2
2024-04-12 15:04:36.245101,14
2024-04-12 15:14:36.245101,38
2024-04-12 15:24:36.245101,-16
2024-04-12 15:34:36.245101,25
2024-04-12 15:44:36.245101,-5
2024-04-12 15:54:36.245101,-8
2024-04-12 16:04:36.245101,8
2024-04-12 16:14:36.245101,-10
2024-04-12 16:24:36.245101,23
2024-04-12 16:34:36.245101,-15
2024-04-12 16:44:36.245101,33
2024-04-12 16:54:36.245101,-4
2024-04-12 17:04:36.245101,16
2024-04-12 17:14:36.245101,21
2024-04-12 17:24:36.245101,-8
2024-04-12 17:34:36.245101,4
2024-04-12 17:44:36.245101,37
2024-04-12 17:54:36.245101,-8
2024-04-12 18:04:36.245101,-11
2024-04-12 18:14:36.245101,0
2024-04-12 18:24:36.245101,1
2024-04-12 18:34:36.245101,34
2024-04-12 18:44:36.245101,10
2024-04-12 18:54:36.245101,18
2024-04-12 19:04:36.245101,19
2024-04-12 19:14:36.245101,1
2024-04-12 19:24:36.245101,0
2024-04-12 19:34:36.245101,3
2024-04-12 19:44:36.245101,-7
2024-04-12 19:54:36.245101,13
2024-04-12 20:04:36.245101,-15
2024-04-12 20:14:36.245101,0
2024-04-12 20:24:36.245101,-7
2024-04-12 20:34:36.245101,-14
2024-04-12 20:44:36.245101,36
2024-04-12 20:54:36.245101,15
2024-04-12 21:04:36.245101,4
2024-04-12 21:14:36.245101,2
2024-04-12 21:24:36.245101,1
2024-04-12 21:34:36.245101,-12
2024-04-12 21:44:36.245101,-8
2024-04-12 21:54:36.245101,-19
2024-04-12 22:04:36.245101,4
2024-04-12 22:14:36.245101,-15
2024-04-12 22:24:36.245101,-14
2024-04-12 22:34:36.245101,19
2024-04-12 22:44:36.245101,-2
2024-04-12 22:54:36.245101,-5
2024-04-12 23:04:36.245101,12
2024-04-12 23:14:36.245101,-12
2024-04-12 23:24:36.245101,-20
2024-04-12 23:34:36.245101,19
2024-04-12 23:44:36.245101,11
2024-04-12 23:54:36.245101,32
2024-04-13 00:04:36.245101,35
2024-04-13 00:14:36.245101,-2
2024-04-13 00:24:36.245101,11
2024-04-13 00:34:36.245101,-15
2024-04-13 00:44:36.245101,4
2024-04-13 00:54:36.245101,22
2024-04-13 01:04:36.245101,-18
2024-04-13 01:14:36.245101,35
2024-04-13 01:24:36.245101,40
2024-04-13 01:34:36.245101,21
2024-04-13 01:44:36.245101,29
2024-04-13 01:54:36.245101,-1
2024-04-13 02:04:36.245101,33
2024-04-13 02:14:36.245101,23
2024-04-13 02:24:36.245101,-7
2024-04-13 02:34:36.245101,-7
2024-04-13 02:44:36.245101,29
2024-04-13 02:54:36.245101,20
2024-04-13 03:04:36.245101,-9
2024-04-13 03:14:36.245101,-15
2024-04-13 03:24:36.245101,-15
2024-04-13 03:34:36.245101,8
2024-04-13 03:44:36.245101,33
2024-04-13 03:54:36.245101,-20
2024-04-13 04:04:36.245101,25
2024-04-13 04:14:36.245101,38
2024-04-13 04:24:36.245101,-2
2024-04-13 04:34:36.245101,-6
2024-04-13 04:44:36.245101,-16
2024-04-13 04:54:36.245101,-18
2024-04-13 05:04:36.245101,28
2024-04-13 05:14:36.245101,32
2024-04-13 05:24:36.245101,10
2024-04-13 05:34:36.245101,7
2024-04-13 05:44:36.245101,9
2024-04-13 05:54:36.245101,-10
2024-04-13 06:04:36.245101,36
2024-04-13 06:14:36.245101,-17
2024-04-13 06:24:36.245101,-2
2024-04-13 06:34:36.245101,18
2024-04-13 06:44:36.245101,0
2024-04-13 06:54:36.245101,-12
2024-04-13 07:04:36.245101,36
2024-04-13 07:14:36.245101,18
2024-04-13 07:24:36.245101,15
2024-04-13 07:34:36.245101,10
2024-04-13 07:44:36.245101,4
2024-04-13 07:54:36.245101,8
2024-04-13 08:04:36.245101,24
2024-04-13 08:14:36.245101,17
2024-04-13 08:24:36.245101,28
2024-04-13 08:34:36.245101,-12
2024-04-13 08:44:36.245101,39
2024-04-13 08:54:36.245101,-8
2024-04-13 09:04:36.245101,2
2024-04-13 09:14:36.245101,-14
2024-04-13 09:24:36.245101,26
2024-04-13 09:34:36.245101,-9
2024-04-13 09:44:36.245101,6
2024-04-13 09:54:36.245101,40
2024-04-13 10:04:36.245101,27
2024-04-13 10:14:36.245101,25
2024-04-13 10:24:36.245101,-15
2024-04-13 10:34:36.245101,28
2024-04-13 10:44:36.245101,30
2024-04-13 10:54:36.245101,18
2024-04-13 11:04:36.245101,-17
2024-04-13 11:14:36.245101,-10
2024-04-13 11:24:36.245101,14
2024-04-13 11:34:36.245101,10
2024-04-13 11:44:36.245101,-11
2024-04-13 11:54:36.245101,5
2024-04-13 12:04:36.245101,39
2024-04-13 12:14:36.245101,18
2024-04-13 12:24:36.245101,-17
2024-04-13 12:34:36.245101,4
2024-04-13 12:44:36.245101,9
2024-04-13 12:54:36.245101,19
2024-04-13 13:04:36.245101,4
2024-04-13 13:14:36.245101,-13
2024-04-13 13:24:36.245101,5
2024-04-13 13:34:36.245101,31
2024-04-13 13:44:36.245101,17
2024-04-13 13:54:36.245101,29
2024-04-13 14:04:36.245101,2
2024-04-13 14:14:36.245101,-19
2024-04-13 14:24:36.245101,9
2024-04-13 14:34:36.245101,3
2024-04-13 14:44:36.245101,7
2024-04-13 14:54:36.245101,23
2024-04-13 15:04:36.245101,28
2024-04-13 15:14:36.245101,-14
2024-04-13 15:24:36.245101,19
2024-04-13 15:34:36.245101,-8
2024-04-13 15:44:36.245101,-1
2024-04-13 15:54:36.245101,25
2024-04-13 16:04:36.245101,32
2024-04-13 16:14:36.245101,32
2024-04-13 16:24:36.245101,-2
2024-04-13 16:34:36.245101,26
2024-04-13 16:44:36.245101,39
2024-04-13 16:54:36.245101,14
2024-04-13 17:04:36.245101,24
2024-04-13 17:14:36.245101,15
2024-04-13 17:24:36.245101,22
2024-04-13 17:34:36.245101,4
2024-04-13 17:44:36.245101,19
2024-04-13 17:54:36.245101,16
2024-04-13 18:04:36.245101,-3
2024-04-13 18:14:36.245101,14
2024-04-13 18:24:36.245101,34
2024-04-13 18:34:36.245101,33
2024-04-13 18:44:36.245101,28
2024-04-13 18:54:36.245101,-15
2024-04-13 19:04:36.245101,32
2024-04-13 19:14:36.245101,-16
2024-04-13 19:24:36.245101,26
2024-04-13 19:34:36.245101,8
2024-04-13 19:44:36.245101,-14
2024-04-13 19:54:36.245101,8
2024-04-13 20:04:36.245101,-15
2024-04-13 20:14:36.245101,36
2024-04-13 20:24:36.245101,35
2024-04-13 20:34:36.245101,31
2024-04-13 20:44:36.245101,-8
2024-04-13 20:54:36.245101,-15
2024-04-13 21:04:36.245101,15
2024-04-13 21:14:36.245101,39
2024-04-13 21:24:36.245101,-8
2024-04-13 21:34:36.245101,-1
2024-04-13 21:44:36.245101,14
2024-04-13 21:54:36.245101,13
2024-04-13 22:04:36.245101,14
2024-04-13 22:14:36.245101,30
2024-04-13 22:24:36.245101,32
2024-04-13 22:34:36.245101,0
2024-04-13 22:44:36.245101,-6
2024-04-13 22:54:36.245101,30
2024-04-13 23:04:36.245101,-14
2024-04-13 23:14:36.245101,-7
2024-04-13 23:24:36.245101,-17
2024-04-13 23:34:36.245101,28
2024-04-13 23:44:36.245101,23
2024-04-13 23:54:36.245101,23
2024-04-14 00:04:36.245101,40
2024-04-14 00:14:36.245101,-9
2024-04-14 00:24:36.245101,23
2024-04-14 00:34:36.245101,6
2024-04-14 00:44:36.245101,9
2024-04-14 00:54:36.245101,11
2024-04-14 01:04:36.245101,-9
2024-04-14 01:14:36.245101,-17
2024-04-14 01:24:36.245101,2
2024-04-14 01:34:36.245101,26
2024-04-14 01:44:36.245101,-18
2024-04-14 01:54:36.245101,-20
2024-04-14 02:04:36.245101,11
2024-04-14 02:14:36.245101,-9
2024-04-14 02:24:36.245101,-7
2024-04-14 02:34:36.245101,16
2024-04-14 02:44:36.245101,39
2024-04-14 02:54:36.245101,-14
2024-04-14 03:04:36.245101,28
2024-04-14 03:14:36.245101,-17
2024-04-14 03:24:36.245101,-18
2024-04-14 03:34:36.245101,38
2024-04-14 03:44:36.245101,-8
2024-04-14 03:54:36.245101,-14
2024-04-14 04:04:36.245101,19
2024-04-14 04:14:36.245101,14
2024-04-14 04:24:36.245101,14
2024-04-14 04:34:36.245101,35
2024-04-14 04:44:36.245101,12
2024-04-14 04:54:36.245101,25
2024-04-14 05:04:36.245101,7
2024-04-14 05:14:36.245101,5
2024-04-14 05:24:36.245101,-11
2024-04-14 05:34:36.245101,-17
2024-04-14 05:44:36.245101,24
2024-04-14 05:54:36.245101,-11
2024-04-14 06:04:36.245101,-10
2024-04-14 06:14:36.245101,13
2024-04-14 06:24:36.245101,15
2024-04-14 06:34:36.245101,5
2024-04-14 06:44:36.245101,23
2024-04-14 06:54:36.245101,13
2024-04-14 07:04:36.245101,-15
2024-04-14 07:14:36.245101,-8
2024-04-14 07:24:36.245101,20
2024-04-14 07:34:36.245101,36
2024-04-14 07:44:36.245101,40
2024-04-14 07:54:36.245101,26
2024-04-14 08:04:36.245101,-2
2024-04-14 08:14:36.245101,9
2024-04-14 08:24:36.245101,20
2024-04-14 08:34:36.245101,-11
2024-04-14 08:44:36.245101,17
2024-04-14 08:54:36.245101,25
2024-04-14 09:04:36.245101,-6
2024-04-14 09:14:36.245101,11
2024-04-14 09:24:36.245101,7
2024-04-14 09:34:36.245101,21
2024-04-14 09:44:36.245101,-14
2024-04-14 09:54:36.245101,40
2024-04-14 10:04:36.245101,10
2024-04-14 10:14:36.245101,10
2024-04-14 10:24:36.245101,1
2024-04-14 10:34:36.245101,13
2024-04-14 10:44:36.245101,-10
2024-04-14 10:54:36.245101,-19
2024-04-14 11:04:36.245101,38
2024-04-14 11:14:36.245101,-5
2024-04-14 11:24:36.245101,29
2024-04-14 11:34:36.245101,6
2024-04-14 11:44:36.245101,-1
2024-04-14 11:54:36.245101,-8
2024-04-14 12:04:36.245101,28
2024-04-14 12:14:36.245101,-3
2024-04-14 12:24:36.245101,23
2024-04-14 12:34:36.245101,-20
2024-04-14 12:44:36.245101,-2
2024-04-14 12:54:36.245101,12
2024-04-14 13:04:36.245101,-3
2024-04-14 13:14:36.245101,0
2024-04-14 13:24:36.245101,13
2024-04-14 13:34:36.245101,-20
2024-04-14 13:44:36.245101,-1
2024-04-14 13:54:36.245101,6
2024-04-14 14:04:36.245101,10
2024-04-14 14:14:36.245101,-5
2024-04-14 14:24:36.245101,20
2024-04-14 14:34:36.245101,-2
2024-04-14 14:44:36.245101,15
2024-04-14 14:54:36.245101,12
2024-04-14 15:04:36.245101,8
2024-04-14 15:14:36.245101,16
2024-04-14 15:24:36.245101,33
2024-04-14 15:34:36.245101,33
2024-04-14 15:44:36.245101,25
2024-04-14 15:54:36.245101,-18
2024-04-14 16:04:36.245101,10
2024-04-14 16:14:36.245101,3
2024-04-14 16:24:36.245101,2
2024-04-14 16:34:36.245101,-4
2024-04-14 16:44:36.245101,29
2024-04-14 16:54:36.245101,-9
2024-04-14 17:04:36.245101,39
2024-04-14 17:14:36.245101,-9
2024-04-14 17:24:36.245101,23
2024-04-14 17:34:36.245101,40
2024-04-14 17:44:36.245101,-16
2024-04-14 17:54:36.245101,28
2024-04-14 18:04:36.245101,-15
2024-04-14 18:14:36.245101,15
2024-04-14 18:24:36.245101,-14
2024-04-14 18:34:36.245101,-2
2024-04-14 18:44:36.245101,36
2024-04-14 18:54:36.245101,5
2024-04-14 19:04:36.245101,11
2024-04-14 19:14:36.245101,-15
2024-04-14 19:24:36.245101,-2
2024-04-14 19:34:36.245101,5
2024-04-14 19:44:36.245101,-7
2024-04-14 19:54:36.245101,-20
2024-04-14 20:04:36.245101,-7
2024-04-14 20:14:36.245101,33
2024-04-14 20:24:36.245101,-7
2024-04-14 20:34:36.245101,-8
2024-04-14 20:44:36.245101,-17
2024-04-14 20:54:36.245101,5
2024-04-14 21:04:36.245101,-9
2024-04-14 21:14:36.245101,19
2024-04-14 21:24:36.245101,4
2024-04-14 21:34:36.245101,16
2024-04-14 21:44:36.245101,6
2024-04-14 21:54:36.245101,10
2024-04-14 22:04:36.245101,4
2024-04-14 22:14:36.245101,37
2024-04-14 22:24:36.245101,5
2024-04-14 22:34:36.245101,4
2024-04-14 22:44:36.245101,2
2024-04-14 22:54:36.245101,13
2024-04-14 23:04:36.245101,9
2024-04-14 23:14:36.245101,15
2024-04-14 23:24:36.245101,5
2024-04-14 23:34:36.245101,15
2024-04-14 23:44:36.245101,40
2024-04-14 23:54:36.245101,-15
2024-04-15 00:04:36.245101,7
2024-04-15 00:14:36.245101,37
2024-04-15 00:24:36.245101,38
2024-04-15 00:34:36.245101,25
2024-04-15 00:44:36.245101,-6
2024-04-15 00:54:36.245101,1
2024-04-15 01:04:36.245101,15
2024-04-15 01:14:36.245101,34
2024-04-15 01:24:36.245101,19
2024-04-15 01:34:36.245101,-19
2024-04-15 01:44:36.245101,10
2024-04-15 01:54:36.245101,-1
2024-04-15 02:04:36.245101,34
2024-04-15 02:14:36.245101,1
2024-04-15 02:24:36.245101,13
2024-04-15 02:34:36.245101,-15
2024-04-15 02:44:36.245101,29
2024-04-15 02:54:36.245101,6
2024-04-15 03:04:36.245101,14
2024-04-15 03:14:36.245101,38
2024-04-15 03:24:36.245101,7
2024-04-15 03:34:36.245101,-18
2024-04-15 03:44:36.245101,-16
2024-04-15 03:54:36.245101,10
2024-04-15 04:04:36.245101,30
2024-04-15 04:14:36.245101,2
2024-04-15 04:24:36.245101,38
2024-04-15 04:34:36.245101,-9
2024-04-15 04:44:36.245101,-5
2024-04-15 04:54:36.245101,-17
2024-04-15 05:04:36.245101,20
2024-04-15 05:14:36.245101,-11
2024-04-15 05:24:36.245101,4
2024-04-15 05:34:36.245101,-1
2024-04-15 05:44:36.245101,37
2024-04-15 05:54:36.245101,-18
2024-04-15 06:04:36.245101,17
2024-04-15 06:14:36.245101,11
2024-04-15 06:24:36.245101,16
2024-04-15 06:34:36.245101,8
2024-04-15 06:44:36.245101,-6
2024-04-15 06:54:36.245101,24
2024-04-15 07:04:36.245101,33
2024-04-15 07:14:36.245101,32
2024-04-15 07:24:36.245101,-14
2024-04-15 07:34:36.245101,-2
2024-04-15 07:44:36.245101,-12
2024-04-15 07:54:36.245101,-15
2024-04-15 08:04:36.245101,-6
2024-04-15 08:14:36.245101,-13
2024-04-15 08:24:36.245101,34
2024-04-15 08:34:36.245101,29
2024-04-15 08:44:36.245101,18
2024-04-15 08:54:36.245101,37
2024-04-15 09:04:36.245101,-2
2024-04-15 09:14:36.245101,-6
2024-04-15 09:24:36.245101,5
2024-04-15 09:34:36.245101,34
2024-04-15 09:44:36.245101,34
2024-04-15 09:54:36.245101,7
2024-04-15 10:04:36.245101,12
2024-04-15 10:14:36.245101,25
2024-04-15 10:24:36.245101,20
2024-04-15 10:34:36.245101,13
2024-04-15 10:44:36.245101,11
2024-04-15 10:54:36.245101,-16
2024-04-15 11:04:36.245101,19
2024-04-15 11:14:36.245101,2
2024-04-15 11:24:36.245101,1
2024-04-15 11:34:36.245101,0
2024-04-15 11:44:36.245101,26
2024-04-15 11:54:36.245101,27
2024-04-15 12:04:36.245101,5
2024-04-15 12:14:36.245101,31
2024-04-15 12:24:36.245101,2
2024-04-15 12:34:36.245101,-4
2024-04-15 12:44:36.245101,14
2024-04-15 12:54:36.245101,20
2024-04-15 13:04:36.245101,-16
2024-04-15 13:14:36.245101,0
2024-04-15 13:24:36.245101,38
2024-04-15 13:34:36.245101,19
2024-04-15 13:44:36.245101,29
2024-04-15 13:54:36.245101,27
2024-04-15 14:04:36.245101,12
2024-04-15 14:14:36.245101,-9
2024-04-15 14:24:36.245101,-6
2024-04-15 14:34:36.245101,-17
2024-04-15 14:44:36.245101,12
2024-04-15 14:54:36.245101,25
2024-04-15 15:04:36.245101,38
2024-04-15 15:14:36.245101,-6
2024-04-15 15:24:36.245101,-11
2024-04-15 15:34:36.245101,5
2024-04-15 15:44:36.245101,31
2024-04-15 15:54:36.245101,37
2024-04-15 16:04:36.245101,32
2024-04-15 16:14:36.245101,-3
2024-04-15 16:24:36.245101,34
2024-04-15 16:34:36.245101,14
2024-04-15 16:44:36.245101,29
2024-04-15 16:54:36.245101,9
2024-04-15 17:04:36.245101,26
2024-04-15 17:14:36.245101,11
2024-04-15 17:24:36.245101,19
2024-04-15 17:34:36.245101,36
2024-04-15 17:44:36.245101,-13
2024-04-15 17:54:36.245101,-18
2024-04-15 18:04:36.245101,3
2024-04-15 18:14:36.245101,-3
2024-04-15 18:24:36.245101,13
2024-04-15 18:34:36.245101,-6
2024-04-15 18:44:36.245101,9
2024-04-15 18:54:36.245101,-1
2024-04-15 19:04:36.245101,9
2024-04-15 19:14:36.245101,36
2024-04-15 19:24:36.245101,4
2024-04-15 19:34:36.245101,5
2024-04-15 19:44:36.245101,-10
2024-04-15 19:54:36.245101,4
2024-04-15 20:04:36.245101,32
2024-04-15 20:14:36.245101,1
2024-04-15 20:24:36.245101,10
2024-04-15 20:34:36.245101,-8
2024-04-15 20:44:36.245101,-11
2024-04-15 20:54:36.245101,30
2024-04-15 21:04:36.245101,37
2024-04-15 21:14:36.245101,25
2024-04-15 21:24:36.245101,17
2024-04-15 21:34:36.245101,9
2024-04-15 21:44:36.245101,12
2024-04-15 21:54:36.245101,-1
2024-04-15 22:04:36.245101,-8
2024-04-15 22:14:36.245101,32
2024-04-15 22:24:36.245101,-4
2024-04-15 22:34:36.245101,9
2024-04-15 22:44:36.245101,17
2024-04-15 22:54:36.245101,18
2024-04-15 23:04:36.245101,-20
2024-04-15 23:14:36.245101,-11
2024-04-15 23:24:36.245101,34
2024-04-15 23:34:36.245101,-10
2024-04-15 23:44:36.245101,-3
2024-04-15 23:54:36.245101,-15
2024-04-16 00:04:36.245101,31
2024-04-16 00:14:36.245101,35
2024-04-16 00:24:36.245101,2
2024-04-16 00:34:36.245101,-1
2024-04-16 00:44:36.245101,6
2024-04-16 00:54:36.245101,10
2024-04-16 01:04:36.245101,5
2024-04-16 01:14:36.245101,20
